Asia/Kuala_Lumpur,Open,High,Low,Close,Volume
01.01.2020 00:00:00 UTC+08:00,108.73,108.759,108.575,108.723,4454.83
02.01.2020 00:00:00 UTC+08:00,108.722,108.864,108.211,108.544,214741.22
03.01.2020 00:00:00 UTC+08:00,108.543,108.562,107.839,108.047,180245.63
05.01.2020 00:00:00 UTC+08:00,107.838,107.981,107.77,107.968,14019.01
06.01.2020 00:00:00 UTC+08:00,107.971,108.505,107.913,108.413,131314.12
07.01.2020 00:00:00 UTC+08:00,108.413,108.629,107.828,107.996,143561.34
08.01.2020 00:00:00 UTC+08:00,107.996,109.244,107.651,109.037,230555.26
09.01.2020 00:00:00 UTC+08:00,109.037,109.581,109.031,109.496,125102.43
10.01.2020 00:00:00 UTC+08:00,109.497,109.689,109.432,109.451,85184.52
12.01.2020 00:00:00 UTC+08:00,109.528,109.593,109.504,109.552,10608.09
13.01.2020 00:00:00 UTC+08:00,109.551,110.03,109.534,110.01,77147.44
14.01.2020 00:00:00 UTC+08:00,110.012,110.212,109.817,109.852,113492.83
15.01.2020 00:00:00 UTC+08:00,109.853,110.001,109.788,109.883,96246.32
16.01.2020 00:00:00 UTC+08:00,109.885,110.236,109.873,110.18,82183.12
17.01.2020 00:00:00 UTC+08:00,110.179,110.29,110.047,110.102,84080.25
19.01.2020 00:00:00 UTC+08:00,110.083,110.193,110.079,110.186,9928.15
20.01.2020 00:00:00 UTC+08:00,110.186,110.217,110.112,110.174,49295.72
21.01.2020 00:00:00 UTC+08:00,110.177,110.223,109.761,109.912,105116.49
22.01.2020 00:00:00 UTC+08:00,109.91,110.097,109.66,109.736,93487.81
23.01.2020 00:00:00 UTC+08:00,109.736,109.764,109.266,109.566,125183.4
24.01.2020 00:00:00 UTC+08:00,109.566,109.653,109.172,109.267,101719.94
26.01.2020 00:00:00 UTC+08:00,108.916,109.045,108.731,108.799,20159.26
27.01.2020 00:00:00 UTC+08:00,108.801,109.137,108.793,108.932,157463.88
28.01.2020 00:00:00 UTC+08:00,108.931,109.265,108.756,109.135,137194.83
29.01.2020 00:00:00 UTC+08:00,109.135,109.26,108.948,108.988,121861.55
30.01.2020 00:00:00 UTC+08:00,108.989,109.046,108.583,108.89,184813.91
31.01.2020 00:00:00 UTC+08:00,108.89,109.136,108.308,108.308,172525.21
02.02.2020 00:00:00 UTC+08:00,108.416,108.471,108.315,108.387,10400.06
03.02.2020 00:00:00 UTC+08:00,108.388,108.798,108.366,108.619,169183.42
04.02.2020 00:00:00 UTC+08:00,108.619,109.543,108.548,109.443,119075.78
05.02.2020 00:00:00 UTC+08:00,109.442,109.845,109.303,109.819,144629.75
06.02.2020 00:00:00 UTC+08:00,109.817,110.021,109.781,109.963,108432.53
07.02.2020 00:00:00 UTC+08:00,109.963,110.005,109.532,109.699,124315.13
09.02.2020 00:00:00 UTC+08:00,109.686,109.778,109.561,109.619,11237.91
10.02.2020 00:00:00 UTC+08:00,109.619,109.878,109.606,109.767,97235.74
11.02.2020 00:00:00 UTC+08:00,109.764,109.962,109.725,109.843,69358.67
12.02.2020 00:00:00 UTC+08:00,109.841,110.133,109.799,109.87,430245.03817
13.02.2020 00:00:00 UTC+08:00,109.871,109.987,109.619,109.771,764566.09
14.02.2020 00:00:00 UTC+08:00,109.77,109.912,109.698,109.729,346663.5
16.02.2020 00:00:00 UTC+08:00,109.847,109.85,109.751,109.795,11033.77
17.02.2020 00:00:00 UTC+08:00,109.793,109.96,109.719,109.836,83590.91
18.02.2020 00:00:00 UTC+08:00,109.839,109.947,109.657,109.92,109164.04
19.02.2020 00:00:00 UTC+08:00,109.921,111.591,109.863,111.197,120944.27
20.02.2020 00:00:00 UTC+08:00,111.198,112.224,111.11,111.971,172275.8
21.02.2020 00:00:00 UTC+08:00,111.971,112.185,111.472,111.542,183431.42
23.02.2020 00:00:00 UTC+08:00,111.256,111.599,111.246,111.547,18801.16
24.02.2020 00:00:00 UTC+08:00,111.547,111.681,110.332,110.853,259816.4
25.02.2020 00:00:00 UTC+08:00,110.854,111.041,109.89,110.291,345498.59
26.02.2020 00:00:00 UTC+08:00,110.292,110.701,110.13,110.382,375992.82
27.02.2020 00:00:00 UTC+08:00,110.382,110.403,109.331,109.621,387685.34
28.02.2020 00:00:00 UTC+08:00,109.619,109.667,107.51,107.994,496295.06
01.03.2020 00:00:00 UTC+08:00,107.434,107.77,107.369,107.674,20977.55
02.03.2020 00:00:00 UTC+08:00,107.674,108.578,107.401,108.526,421097.74
03.03.2020 00:00:00 UTC+08:00,108.523,108.527,106.846,107.068,398622.85
04.03.2020 00:00:00 UTC+08:00,107.066,107.742,107.031,107.714,306638.83
05.03.2020 00:00:00 UTC+08:00,107.716,107.717,105.968,106.263,278041.95
06.03.2020 00:00:00 UTC+08:00,106.262,106.342,104.993,105.283,379250.62
08.03.2020 00:00:00 UTC+08:00,104.211,104.596,103.517,103.935,43996.36
09.03.2020 00:00:00 UTC+08:00,103.932,104.265,101.18,103.081,468283.95
10.03.2020 00:00:00 UTC+08:00,103.081,105.919,102.701,105.04,510171.81
11.03.2020 00:00:00 UTC+08:00,105.037,105.331,104.092,104.532,390877.59
12.03.2020 00:00:00 UTC+08:00,104.533,106.099,103.08,104.665,486292.84
13.03.2020 00:00:00 UTC+08:00,104.665,108.501,104.651,107.899,489778.79
15.03.2020 00:00:00 UTC+08:00,107.078,107.283,105.727,106.497,57544.07
16.03.2020 00:00:00 UTC+08:00,106.494,107.567,105.146,106.214,500884.98
17.03.2020 00:00:00 UTC+08:00,106.217,107.862,106.073,107.38,691013.49
18.03.2020 00:00:00 UTC+08:00,107.384,108.653,106.751,108.359,626430.09
19.03.2020 00:00:00 UTC+08:00,108.356,111.361,108.192,111.311,635811.25
20.03.2020 00:00:00 UTC+08:00,111.311,111.503,109.329,110.659,481888.56
22.03.2020 00:00:00 UTC+08:00,110.749,111.25,110.286,110.386,39415.54
23.03.2020 00:00:00 UTC+08:00,110.389,111.596,109.667,110.815,519847.01
24.03.2020 00:00:00 UTC+08:00,110.813,111.713,110.082,111.122,456092.54
25.03.2020 00:00:00 UTC+08:00,111.122,111.679,110.75,110.834,439681.97
26.03.2020 00:00:00 UTC+08:00,110.834,110.952,109.086,109.128,444165.59
27.03.2020 00:00:00 UTC+08:00,109.13,109.392,107.755,107.9,309009.66
29.03.2020 00:00:00 UTC+08:00,107.69,107.975,107.363,107.453,22856.82
30.03.2020 00:00:00 UTC+08:00,107.455,108.293,107.12,108.071,275874.17
31.03.2020 00:00:00 UTC+08:00,108.071,108.727,107.4,107.509,337384.78
01.04.2020 00:00:00 UTC+08:00,107.506,107.939,106.915,107.292,267983.12
02.04.2020 00:00:00 UTC+08:00,107.292,108.199,107.013,108.029,266499.93
03.04.2020 00:00:00 UTC+08:00,108.027,108.677,107.799,108.509,221655.58
05.04.2020 00:00:00 UTC+08:00,108.344,108.74,108.344,108.71,15583.87
06.04.2020 00:00:00 UTC+08:00,108.714,109.381,108.667,109.126,250689.96
07.04.2020 00:00:00 UTC+08:00,109.128,109.145,108.611,108.672,253556
08.04.2020 00:00:00 UTC+08:00,108.672,109.102,108.503,108.933,203206.12
09.04.2020 00:00:00 UTC+08:00,108.933,109.061,108.207,108.546,215267.75
10.04.2020 00:00:00 UTC+08:00,108.547,108.586,108.327,108.338,129970.39
12.04.2020 00:00:00 UTC+08:00,108.383,108.526,108.252,108.342,14820.48
13.04.2020 00:00:00 UTC+08:00,108.342,108.381,107.5,107.625,138985.23
14.04.2020 00:00:00 UTC+08:00,107.626,107.758,106.98,107.11,139022.33
15.04.2020 00:00:00 UTC+08:00,107.112,107.87,106.926,107.615,174688.48
16.04.2020 00:00:00 UTC+08:00,107.616,108.083,107.163,107.931,204611.14
17.04.2020 00:00:00 UTC+08:00,107.933,107.951,107.3,107.506,170525.86
19.04.2020 00:00:00 UTC+08:00,107.472,107.705,107.381,107.696,6576.63
