Asia/Kuala_Lumpur,Open,High,Low,Close,Volume
01.01.2023 00:00:00 UTC+08:00,130.925,130.962,130.716,130.87,420.9
02.01.2023 00:00:00 UTC+08:00,130.886,131.403,130.535,130.79,196119.35
03.01.2023 00:00:00 UTC+08:00,130.789,131.466,129.507,131.293,668484.02
04.01.2023 00:00:00 UTC+08:00,131.296,132.715,129.923,132.249,831535.8
05.01.2023 00:00:00 UTC+08:00,132.243,134.053,131.681,133.318,875708.19
06.01.2023 00:00:00 UTC+08:00,133.318,134.773,131.993,132.03,844539.12
08.01.2023 00:00:00 UTC+08:00,131.899,132.285,131.786,131.802,35111.46
09.01.2023 00:00:00 UTC+08:00,131.805,132.653,131.304,131.729,847691.56
10.01.2023 00:00:00 UTC+08:00,131.731,132.477,131.38,132.102,844498.73
11.01.2023 00:00:00 UTC+08:00,132.103,132.871,131.776,131.898,727532.69
12.01.2023 00:00:00 UTC+08:00,131.896,132.034,128.859,129.174,770586.2
13.01.2023 00:00:00 UTC+08:00,129.172,129.346,127.454,127.853,366233.72
15.01.2023 00:00:00 UTC+08:00,127.749,128.148,127.704,128.05,12572.62
16.01.2023 00:00:00 UTC+08:00,128.05,128.863,127.218,128.337,250411.64
17.01.2023 00:00:00 UTC+08:00,128.337,129.155,127.986,128.283,321587.26
18.01.2023 00:00:00 UTC+08:00,128.288,131.572,127.561,128.552,505280.08
19.01.2023 00:00:00 UTC+08:00,128.552,128.816,127.757,128.371,289511.23
20.01.2023 00:00:00 UTC+08:00,128.371,130.611,128.34,129.464,253809.28
22.01.2023 00:00:00 UTC+08:00,129.459,129.654,129.309,129.39,8426.42
23.01.2023 00:00:00 UTC+08:00,129.389,130.885,129.038,130.594,269100.39
24.01.2023 00:00:00 UTC+08:00,130.593,131.116,129.723,130.21,417228.39
25.01.2023 00:00:00 UTC+08:00,130.214,130.581,129.224,129.256,629498.1
26.01.2023 00:00:00 UTC+08:00,129.257,130.618,129.02,129.803,742092.3
27.01.2023 00:00:00 UTC+08:00,129.804,130.265,129.496,129.801,557647.17
29.01.2023 00:00:00 UTC+08:00,129.685,129.89,129.616,129.834,28385.17
30.01.2023 00:00:00 UTC+08:00,129.835,130.567,129.2,130.482,675287.98
31.01.2023 00:00:00 UTC+08:00,130.48,130.504,129.743,130.111,608937.14
01.02.2023 00:00:00 UTC+08:00,130.109,130.408,128.418,128.603,712599.38
02.02.2023 00:00:00 UTC+08:00,128.603,129.133,128.08,128.763,526587.5
03.02.2023 00:00:00 UTC+08:00,128.763,131.202,128.327,131.156,470341.47
05.02.2023 00:00:00 UTC+08:00,132.471,132.476,131.508,132.057,23481.7
06.02.2023 00:00:00 UTC+08:00,132.06,132.9,131.579,132.624,526459.32
07.02.2023 00:00:00 UTC+08:00,132.623,132.623,130.472,131.055,796206.39
08.02.2023 00:00:00 UTC+08:00,131.054,131.537,130.591,131.388,496121.22
09.02.2023 00:00:00 UTC+08:00,131.388,131.824,130.339,131.515,640107.7
10.02.2023 00:00:00 UTC+08:00,131.513,131.885,129.801,131.347,696344.68
12.02.2023 00:00:00 UTC+08:00,131.238,131.648,131.207,131.551,15505.2
13.02.2023 00:00:00 UTC+08:00,131.549,132.907,131.444,132.333,610010.29
14.02.2023 00:00:00 UTC+08:00,132.335,133.314,131.499,132.99,860565.43
