Asia/Kuala_Lumpur,Open,High,Low,Close,Volume
14.12.2025 00:00:00 UTC+08:00,155.928,155.951,155.762,155.871,3275.72
15.12.2025 00:00:00 UTC+08:00,155.873,155.989,154.839,155.037,109371.56
16.12.2025 00:00:00 UTC+08:00,155.039,155.123,154.4,154.776,154124.02
17.12.2025 00:00:00 UTC+08:00,154.775,155.752,154.516,155.492,120517.87
18.12.2025 00:00:00 UTC+08:00,155.493,155.976,155.283,155.581,123290.61
19.12.2025 00:00:00 UTC+08:00,155.581,157.785,155.565,157.77,197921
21.12.2025 00:00:00 UTC+08:00,157.73,157.73,157.45,157.638,10479.79
22.12.2025 00:00:00 UTC+08:00,157.64,157.664,156.708,156.924,119255.63
23.12.2025 00:00:00 UTC+08:00,156.924,156.931,155.655,156.176,145480.85
24.12.2025 00:00:00 UTC+08:00,156.175,156.284,155.56,155.981,136313.53
25.12.2025 00:00:00 UTC+08:00,155.98,156.384,155.686,156.11,13229.94
26.12.2025 00:00:00 UTC+08:00,156.11,156.738,155.993,156.592,114898.52
28.12.2025 00:00:00 UTC+08:00,156.651,156.686,156.412,156.488,6522.8
29.12.2025 00:00:00 UTC+08:00,156.488,156.515,155.919,155.997,123033.89
30.12.2025 00:00:00 UTC+08:00,155.998,156.57,155.747,156.404,113487.07
31.12.2025 00:00:00 UTC+08:00,156.396,156.998,156.335,156.682,103424.23
